year,state,DenState,MedIncome,Change,inc1,incvote
1988,SC,119.019782857144,25533,-0.338235294117647,0,0.620721455644183
1988,SD,9.79031142857144,22294,-0.111111111111111,0,0.531923788085859
1988,TN,122.658377857143,20856,-0.271604938271605,0,0.582186405019708
1988,TX,68.2702028571434,24963,0.183333333333333,0,0.563463329311373
1988,UT,22.8157357142858,26313,-0.253968253968254,0,0.673878748319007
1988,VA,155.236774285715,32648,-0.230769230769231,0,0.603589460575824
1988,VT,57.6276685714287,28988,-0.319148936170213,0,0.517817130767244
1988,WA,75.0976664285718,32327,-0.322222222222222,0,0.491922882454142
1988,WI,90.2924399999999,29575,-0.4,0,0.48176533705439
1988,WV,76.6846507142857,19353,-0.351724137931034,0,0.476231068023794
1988,WY,4.63671428571429,26419,0.015873015873016,0,0.614248764225773
1992,AK,0.912488333333339,41802,0.0117647058823529,0,0.565742620386701
1992,AL,82.492385,25808,0,0,0.53821126459903
1992,AR,47.9038833333335,23882,-0.0810810810810812,0,0.400077329338775
1992,AZ,38.1250650000004,29358,0.158730158730159,0,0.513019039830119
1992,CA,188.401680000001,34903,0.830188679245283,0,0.414832712306209
1992,CO,36.53522,32484,0,0,0.47197934477175
1992,CT,662.669408333336,40841,1.45161290322581,0,0.458748832925733
1992,DC,10917.76085,30247,0.833333333333334,0,0.0970293038060726
1992,DE,368.834671666669,35678,0.575757575757576,0,0.448020072952747
1992,FL,255.504748333335,27349,0.538461538461538,0,0.51196841089581
1992,GA,127.421643333334,28797,0.254545454545455,0,0.496578715489034
1992,HI,169.81444,42113,0.5,0,0.432800222691787
1992,IA,52.4002066666667,28743,0,0,0.462674708864379
1992,ID,14.5377833333333,27704,0.12280701754386,0,0.596614830211566
1992,IL,210.952843333334,31551,0.140625,0,0.414117817877532
1992,IN,161.314831666667,28530,0.226415094339623,0,0.538348945339388
1992,KS,31.2094133333334,30346,0.0222222222222221,0,0.535410555876175
1992,KY,97.3553766666669,23485,-0.0547945205479451,0,0.481312223052339
1992,LA,95.9365233333335,25439,-0.221153846153846,0,0.473348621395843
1992,MA,782.663248333335,36359,1.44117647058824,0,0.379077713287985
1992,MD,495.343475000001,37203,0.609756097560976,0,0.417000999607823
1992,ME,38.7528266666668,29617,0.918918918918919,0,0.439441271354516
1992,MI,163.851916666667,32267,0.180555555555556,0,0.453848403530289
1992,MN,57.6435700000001,30981,0.186046511627907,0,0.422786597755137
1992,MO,77.3083050000002,27361,0.0338983050847456,0,0.434930338996864
1992,MS,56.5543600000001,20570,-0.103448275862069,0,0.549284894673842
1992,MT,5.93224666666669,26525,0.064516129032258,0,0.482759428751247
1992,NC,153.654683333334,27771,0.666666666666667,0,0.504584642791867
1992,ND,9.65053833333335,26959,0.0217391304347827,0,0.578747047729088
1992,NE,21.701285,30048,-0.147058823529412,0,0.613117304323316
1992,NH,119.656183333334,39436,1.76923076923077,0,0.492034486445505
1992,NJ,1060.68805833334,39000,1.20512820512821,0,0.485796816479065
1992,NM,13.0305833333334,25860,0,0,0.448578432302436
1992,NV,15.1448716666666,31908,0.34,0,0.481752224803823
1992,NY,388.285663333334,31051,0.891304347826087,0,0.405216522805085
1992,OH,266.4924,31404,0.275862068965517,0,0.488318366530455
1992,OK,47.22501,25284,-0.0952380952380952,0,0.556221183026187
1992,OR,32.1149100000001,31927,0.303571428571429,0,0.433661084834072
1992,PA,270.461656666667,29882,0.530612244897959,0,0.444514705389847
1992,RI,957.279071666668,30432,1.71875,0,0.381562771817918
1992,SC,124.959893333334,27578,0.488888888888889,0,0.523568454272403
1992,SD,9.95879333333335,26259,-0.175,0,0.522610337683386
1992,TN,127.823731666667,24318,0.0847457627118644,0,0.474019633529241
1992,TX,73.0437400000005,27953,0.0704225352112676,0,0.522421631658855
1992,UT,24.6295500000001,34251,0,0,0.637535791139803
1992,VA,163.129073333334,38198,0.5,0,0.525550129341434
1992,VT,59.4242933333334,32755,0.8125,0,0.397457986414931
1992,WA,79.7900050000003,33900,0.245901639344262,0,0.424082989274888
1992,WI,92.8074266666667,33308,0.19047619047619,0,0.472054914978846
1992,WV,76.3693349999999,20271,0.191489361702128,0,0.422311619180593
1992,WY,4.81233333333334,30209,-0.15625,0,0.537920234293966
1996,AK,0.97774595238096,52779,-0.127906976744186,1,0.395714974941662
1996,AL,84.7150264285715,30302,-0.310810810810811,1,0.462661288463111
1996,AR,49.3558880952382,27123,-0.220588235294118,1,0.593528248647555
1996,AZ,41.5997521428574,31637,-0.232876712328767,1,0.512237711518542
1996,CA,199.433154285715,38812,-0.288659793814433,1,0.572162652309689
1996,CO,39.0481171428571,40950,-0.327868852459016,1,0.492407923697726
1996,CT,679.768391666669,42119,-0.25,1,0.603635068823128
1996,DC,10764.6926928571,31966,-0.0795454545454547,1,0.901235482088643
1996,DE,387.625391190479,39309,0.0192307692307692,1,0.586236566325699
1996,FL,276.334183095239,30641,-0.375,1,0.531549611951064
1996,GA,135.000253809524,32496,-0.304347826086957,1,0.493677308014458
1996,HI,178.341091428572,41772,0.3125,1,0.642761518082488
1996,IA,52.8697247619047,33209,-0.186046511627907,1,0.557333889237327
1996,ID,15.4024452380953,34709,-0.1875,1,0.39200972424284
1996,IL,214.838425238096,39554,-0.301369863013699,1,0.596050921854578
1996,IN,165.503242619048,35147,-0.446153846153846,1,0.468515936449544
1996,KS,31.9007352380953,32585,-0.0869565217391303,1,0.399276344520158
1996,KY,99.7544061904764,32413,-0.188405797101449,1,0.505290511843428
1996,LA,98.4275795238095,30262,-0.209876543209876,1,0.565608382715921
1996,MA,798.082540238097,39494,-0.493975903614458,1,0.686378254054151
1996,MD,517.041639285715,43993,-0.257575757575757,1,0.586384234862724
1996,ME,39.6448990476192,34696,-0.309859154929577,1,0.626621204168553
1996,MI,167.155511904762,39225,-0.435294117647059,1,0.573244133666968
1996,MN,59.5618814285715,40991,-0.254901960784314,1,0.593806892713758
1996,MO,79.1669578571431,34265,-0.213114754098361,1,0.535470374764281
1996,MS,57.72788,26677,-0.256410256410256,1,0.472527762454129
1996,MT,6.11733047619049,28684,-0.227272727272727,1,0.483125895492759
1996,NC,161.53085952381,35601,-0.316666666666667,1,0.474700133302653
1996,ND,9.7337530952381,31470,-0.404255319148936,1,0.460886809941583
1996,NE,22.1437264285715,34014,-0.0689655172413792,1,0.39445177499217
1996,NH,125.55535952381,39407,-0.486111111111111,1,0.556116317106892
1996,NJ,1090.75991309524,47468,-0.302325581395349,1,0.599667932033127
1996,NM,13.7419880952382,25086,0.0142857142857142,1,0.540241305610316
1996,NV,16.7848483333333,38540,-0.26865671641791,1,0.50586531355247
1996,NY,393.125913809524,35410,-0.298850574712644,1,0.66017495921116
1996,OH,270.9092,34070,-0.337837837837838,1,0.535969491817206
1996,OK,48.7496871428572,27437,-0.298245614035088,1,0.455993908932942
1996,OR,33.8013871428573,35492,-0.205479452054795,1,0.546931157196582
1996,PA,273.086503333333,34899,-0.32,1,0.551612053608325
1996,RI,971.900591190477,36986,-0.390804597701149,1,0.690042133874984
1996,SC,130.900003809524,34665,-0.119402985074627,1,0.468880240780146
1996,SD,10.1272752380953,29526,-0.0606060606060605,1,0.480664146048655
1996,TN,132.989085476191,30790,-0.171875,1,0.512866423418606
1996,TX,77.8172771428576,33072,-0.276315789473684,1,0.473393766178777
1996,UT,26.4433642857144,37038,-0.297872340425532,1,0.379805121807439
1996,VA,171.021372380953,39211,-0.266666666666667,1,0.489394054929331
1996,VT,61.2209180952382,32358,-0.275862068965517,1,0.63182830384062
1996,WA,84.4823435714288,36676,-0.25,1,0.571946528447813
1996,WI,95.3224133333333,40001,-0.3,1,0.559191966614502
1996,WV,76.0540192857142,25247,-0.348214285714286,1,0.583546651761078
1996,WY,4.98795238095239,30953,-0.0740740740740741,1,0.42512082565104
2000,AK,1.1,52847,-0.146666666666667,0,0.320630514362708
2000,AL,87.8,35424,-0.0980392156862745,0,0.423930580786689
2000,AR,51.4,29697,-0.188679245283019,0,0.471993104895792
2000,AZ,45.2,39783,-0.303571428571429,0,0.467174008328602
2000,CA,217.4,46816,-0.304347826086957,0,0.562029899990718
2000,CO,41.5,48240,-0.317073170731707,0,0.45514080056721
2000,CT,703.3,50172,-0.614035087719298,0,0.592556580488545
2000,DC,9370.6,41222,-0.283950617283951,0,0.904876944777785
2000,DE,402.1,50365,-0.264150943396226,0,0.567400647852884
2000,FL,298,38856,-0.26,0,0.499953905919664
2000,GA,142.3,41901,-0.291666666666667,0,0.440162463770974
2000,HI,188.6,51546,-0.365079365079365,0,0.598272962804293
2000,IA,52.4,40991,-0.2,0,0.501627791875182
2000,ID,15.7,37611,-0.076923076923077,0,0.29151509544256
2000,IL,223.7,46064,-0.137254901960784,0,0.561800103158396
2000,IN,169.7,40865,-0.194444444444444,0,0.419952174674181
2000,KS,32.9,41059,-0.0952380952380953,0,0.390830925364719
2000,KY,102.4,36265,-0.25,0,0.422723847343235
2000,LA,103.4,30718,-0.125,0,0.460607540336527
2000,MA,814,46753,-0.380952380952381,0,0.647893437606338
2000,MD,545.6,54535,-0.26530612244898,0,0.584322989424543
2000,ME,41.3,37266,-0.326530612244898,0,0.527478415410004
2000,MI,175.8,45512,-0.1875,0,0.526346064817341
2000,MN,61.8,54251,-0.131578947368421,0,0.512864119758113
2000,MO,81.4,45097,-0.166666666666667,0,0.482880513432494
2000,MS,60.6,34299,-0.120689655172414,0,0.413945151607537
2000,MT,6.2,32777,-0.0392156862745097,0,0.363436380213303
2000,NC,165.6,38317,-0.0243902439024389,0,0.43536003018497
2000,ND,9.3,35996,0.0714285714285715,0,0.352726034293837
2000,NE,22.3,41750,0.074074074074074,0,0.34820519137915
2000,NH,138,50926,-0.297297297297297,0,0.493321998047812
2000,NJ,1144.2,50405,-0.366666666666667,0,0.582114094167209
2000,NM,15,35093,-0.309859154929577,0,0.500319260293092
2000,NV,18.2,45758,-0.102040816326531,0,0.481431615003275
2000,NY,402.7,40744,-0.278688524590164,0,0.630878852342418
2000,OH,277.8,42962,-0.204081632653061,0,0.481612777793339
2000,OK,50.3,32432,-0.275,0,0.389193287778811
2000,OR,35.6,42499,-0.120689655172414,0,0.502358919855305
2000,PA,274.5,42176,-0.176470588235294,0,0.521484787168032
2000,RI,1014,42197,-0.226415094339623,0,0.656491160675993
2000,SC,133.5,37570,-0.372881355932203,0,0.418378939323497
2000,SD,10,36475,-0.193548387096774,0,0.383852874276261
2000,TN,138,34096,-0.264150943396226,0,0.48037133214821
2000,TX,79.8,38609,-0.254545454545455,0,0.39043729851437
2000,UT,27.2,47550,0.090909090909091,0,0.282744945686758
2000,VA,179.2,47163,-0.522727272727273,0,0.458527636941667
2000,VT,66.1,39594,-0.30952380952381,0,0.554403508967734
2000,WA,88.7,42525,-0.0701754385964913,0,0.529447710094054
2000,WI,99,45088,0.0571428571428572,0,0.501150683031578
2000,WV,75.2,29411,-0.246575342465753,0,0.467579259840626
2000,WY,5.1,39629,-0.22,0,0.290176943596829
2004,AK,1.1082611904762,55063,0.140625,1,0.632262829812463
2004,AL,89.1603092857144,36629,0.195652173913044,1,0.628977713522822
2004,AR,52.2598976190478,34984,0.302325581395349,1,0.549357482516678
2004,AZ,48.5491264285718,43846,0.230769230769231,1,0.552750050304883
2004,CA,221.496102857143,49222,0.229166666666667,1,0.449586795471775
2004,CO,44.0739114285716,50886,0.892857142857143,1,0.523662295582426
2004,CT,713.966358333336,55100,1.18181818181818,1,0.447250524394159
2004,DC,10458.5563785714,43451,0.413793103448276,1,0.0947972135256393
2004,DE,425.206830238098,48049,0.0512820512820512,1,0.461684937549084
2004,FL,317.993052619049,40535,0.216216216216216,1,0.525236795756688
2004,GA,150.157474761905,40984,0.470588235294118,1,0.583542326964096
2004,HI,195.394394285715,56242,-0.2,1,0.455955519970698
2004,IA,53.8087609523809,43391,0.642857142857143,1,0.503366792627129
2004,ID,17.1317690476191,44358,0,1,0.693227381833643
2004,IL,222.609589047619,46077,0.386363636363636,1,0.447913659504466
2004,IN,173.88006452381,42329,0.896551724137931,1,0.604234762496585
2004,KS,33.2833790476191,41066,0.394736842105263,1,0.628670987810823
2004,KY,104.552465238095,35610,0.238095238095238,1,0.600076199154739
2004,LA,103.409691904762,36429,0.0535714285714287,1,0.573309412692435
2004,MA,828.921124047621,52019,0.884615384615385,1,0.372571444870081
2004,MD,560.437967857144,57103,0.166666666666667,1,0.434344157924988
2004,ME,41.4290438095239,41329,0.424242424242424,1,0.454169835896914
2004,MI,173.762702380952,42256,0.846153846153846,1,0.482741555320348
2004,MN,63.3985042857144,56104,0.363636363636364,1,0.482390893893311
2004,MO,82.8842635714288,42137,0.5,1,0.536197126654398
2004,MS,60.07492,34755,0.294117647058824,1,0.595050007696214
2004,MT,6.48749809523811,33956,-0.0408163265306123,1,0.605000761756633
2004,NC,177.283211904762,40238,0.3,1,0.562419720018411
2004,ND,9.90018261904763,39220,0.133333333333333,1,0.639093541499433
2004,NE,23.0286092857143,43786,0.344827586206897,1,0.668473372595947
2004,NH,137.353711904762,56815,0.384615384615385,1,0.493097113798627
2004,NJ,1150.90362261905,55275,0.18421052631579,1,0.466294636811577
2004,NM,15.1647976190477,39562,0.102040816326531,1,0.504003358863549
2004,NV,20.0648016666667,47204,-0.0681818181818183,1,0.513175957248615
2004,NY,402.806414761905,44649,0.227272727272727,1,0.407122342959801
2004,OH,279.7428,43055,0.641025641025641,1,0.510587440047892
2004,OK,51.7990414285714,39614,0.620689655172414,1,0.655704016647561
2004,OR,37.1743414285714,40994,0.372549019607843,1,0.478913742255499
2004,PA,278.336196666667,44106,0.261904761904762,1,0.487417179029376
2004,RI,1001.1436302381,47935,0.219512195121951,1,0.394224894241219
2004,SC,142.780224761905,38691,0.837837837837838,1,0.586364582597492
2004,SD,10.4642390476191,41107,0.52,1,0.609132908010937
2004,TN,143.319793095239,38072,0.435897435897436,1,0.571854454547407
2004,TX,87.3643514285718,41397,0.414634146341464,1,0.615101918971099
2004,UT,30.070992857143,50871,0.305555555555556,1,0.73346439160122
2004,VA,186.805970476191,51141,0.761904761904762,1,0.541336967135301
2004,VT,64.8141676190477,47329,0.206896551724138,1,0.396989978607488
2004,WA,93.8670207142859,49922,0.113207547169811,1,0.463534623165471
2004,WI,100.352386666667,45732,0.324324324324324,1,0.498081967257308
2004,WV,75.4233878571428,33373,-0.0727272727272728,1,0.564797106297455
2004,WY,5.33919047619048,45397,-0.0256410256410257,1,0.703127031731717
2008,AK,1.17351880952382,63989,-0.0684931506849315,0,0.610647849165971
2008,AL,91.3829507142857,44476,0.218181818181818,0,0.608909027535727
2008,AR,53.7119023809526,39586,0.0892857142857143,0,0.601717206107173
2008,AZ,52.0238135714289,46914,0.520833333333333,0,0.543139007196163
2008,CA,232.527577142858,57014,0.406779661016949,0,0.377215504084146
2008,CO,46.5868085714287,60943,0.018867924528302,0,0.454493653068266
2008,CT,731.065341666669,64682,0.3125,0,0.386816617502458
2008,DC,10305.4882214285,55590,-0.134146341463415,0,0.0659923166658433
2008,DE,443.997549761907,50702,0.463414634146342,0,0.373618613501115
2008,FL,338.822487380954,44857,0.644444444444444,0,0.485803399691007
2008,GA,157.736085238096,46227,0.46,0,0.526283355108118
2008,HI,203.921045714286,61521,0.625,0,0.270062741215446
2008,IA,54.278279047619,50142,0.0217391304347827,0,0.451512222105326
2008,ID,17.9964309523809,47420,0.3125,0,0.630245898050205
2008,IL,226.495170952381,53254,0.131147540983607,0,0.372657359554406
2008,IN,178.068475476191,46520,0.254545454545455,0,0.494780465546219
2008,KS,33.9747009523811,47877,-0.0566037735849056,0,0.576122758189095
2008,KY,106.951494761905,41148,0.403846153846154,0,0.582334275877046
2008,LA,105.900748095238,39563,-0.0508474576271188,0,0.594571741615854
2008,MA,844.340415952383,60320,0.26530612244898,0,0.368029217866471
2008,MD,582.136132142858,63711,0.19047619047619,0,0.370699127071145
2008,ME,42.3211161904763,47228,0.319148936170213,0,0.411704750165924
2008,MI,177.066297619048,49788,0.222222222222222,0,0.416286984238455
2008,MN,65.3168157142858,54925,0.333333333333333,0,0.447706250046073
2008,MO,84.7429164285717,46038,0.15,0,0.500675791496767
2008,MS,61.2484400000001,36446,0.0757575757575758,0,0.566419309928638
2008,MT,6.67258190476193,42900,0.212765957446809,0,0.511694032839407
2008,NC,185.159388095238,42930,0.25,0,0.498340366999327
2008,ND,9.98339738095239,49631,0,0,0.544086562819681
2008,NE,23.4710507142858,50728,-0.0769230769230769,0,0.576090744221656
2008,NH,143.252888095238,66176,0.166666666666667,0,0.451314588798905
2008,NJ,1180.97547738096,65306,0.333333333333333,0,0.42135370128576
2008,NM,15.8762023809525,42102,-0.0740740740740741,0,0.423350999812024
2008,NV,21.7047783333333,54744,0.926829268292683,0,0.436132618748039
2008,NY,407.646665238095,50461,0.111111111111111,0,0.36423318896873
2008,OH,284.1596,46934,0.125,0,0.476661592377459
2008,OK,53.3237185714286,46111,-0.127659574468085,0,0.656450811226935
2008,OR,38.8608185714286,51727,0.128571428571429,0,0.415862788227728
2008,PA,280.961043333333,51402,0.113207547169811,0,0.447702961845155
2008,RI,1015.76514976191,53241,0.78,0,0.358018624908542
2008,SC,148.720335238096,42155,0.176470588235294,0,0.545444291892092
2008,SD,10.632720952381,51600,-0.0789473684210526,0,0.542957072341154
2008,TN,148.485146904763,39702,0.339285714285714,0,0.576314718023544
2008,TX,92.1378885714289,46490,-0.0862068965517241,0,0.559359367509407
2008,UT,31.8848071428572,62537,-0.170212765957447,0,0.6452636137274
2008,VA,194.69826952381,61985,0.189189189189189,0,0.468174155938724
2008,VT,66.6107923809524,50706,0.457142857142857,0,0.311008182606619
2008,WA,98.5593592857144,56631,0.0169491525423728,0,0.41247973197891
2008,WI,102.867373333333,51200,0.122448979591837,0,0.429443217521816
2008,WV,75.1080721428571,37994,-0.137254901960784,0,0.566737437671372
2008,WY,5.51480952380953,53337,-0.131578947368421,0,0.665620233550959
2012,AK,1.23877642857144,63648,0.0294117647058824,1,0.426847095184396
2012,AL,93.6055921428572,43464,0.164179104477612,1,0.387837714665623
2012,AR,55.1639071428573,39018,0.229508196721312,1,0.378455946487704
2012,AZ,55.4985007142859,47044,0.0958904109589041,1,0.453866197762968
2012,CA,243.559051428572,57020,0.192771084337349,1,0.618728111632966
2012,CO,49.0997057142858,57255,0.425925925925926,1,0.527479883142025
2012,CT,748.164325000002,64247,0.333333333333333,1,0.587725774769071
2012,DC,10152.4200642857,65246,0.225352112676056,1,0.925876492021175
2012,DE,462.788269285717,48972,0.216666666666667,1,0.594469549192782
2012,FL,359.651922142859,46071,0.0945945945945945,1,0.504422521393663
2012,GA,165.314695714286,48121,0.205479452054795,1,0.460433509019433
2012,HI,212.447697142858,56263,0.0384615384615385,1,0.717038485010744
2012,IA,54.7477971428571,53442,0.0638297872340425,1,0.529593519281002
2012,ID,18.8610928571429,47922,0.0793650793650794,1,0.335786131564247
2012,IL,230.380752857143,51738,0.304347826086956,1,0.585775233921169
2012,IN,182.256886428572,46158,0.202898550724638,1,0.447996254026727
2012,KS,34.6660228571429,50003,0.12,1,0.388866732547469
2012,KY,109.350524285714,41086,0.10958904109589,1,0.384572276061951
2012,LA,108.391804285714,39085,0.196428571428572,1,0.41253174385886
2012,MA,859.759707857144,63656,0.0806451612903226,1,0.6178568074906
2012,MD,603.834296428573,71836,0.38,1,0.63321725786906
2012,ME,43.2131885714286,49158,0.17741935483871,1,0.578599213935771
2012,MI,180.369892857143,50015,0.0227272727272726,1,0.548005320711779
2012,MN,67.2351271428572,61795,-0.0833333333333333,1,0.539412264616982
2012,MO,86.6015692857145,49764,-0.0144927536231885,1,0.4522133324662
2012,MS,62.42196,36641,0.253521126760563,1,0.441981008012122
2012,MT,6.85766571428573,45088,0.0175438596491227,1,0.429657681361185
2012,NC,193.035564285715,41553,0.4,1,0.48965965096995
2012,ND,10.0666121428572,55766,-0.088235294117647,1,0.398887917110883
2012,NE,23.9134921428572,52196,0.111111111111111,1,0.388706097317747
2012,NH,149.152064285714,67819,0.309523809523809,1,0.528337519782581
2012,NJ,1211.04733214286,66692,0.55,1,0.589519655505858
2012,NM,16.5876071428572,43424,0.42,1,0.552952046469087
2012,NV,23.344755,47333,0.354430379746835,1,0.534075421633466
2012,NY,412.486915714286,47680,0.383333333333333,1,0.642759270366692
2012,OH,288.5764,44375,0.0138888888888888,1,0.515140567692495
2012,OK,54.8483957142857,48407,0.268292682926829,1,0.332276802569834
2012,OR,40.5472957142857,51775,0.10126582278481,1,0.562711671787474
2012,PA,283.58589,51904,0.338983050847458,1,0.527319340018918
2012,RI,1030.38666928572,56065,0.112359550561798,1,0.640167459788821
2012,SC,154.660445714286,44401,0.0874999999999999,1,0.446917452954347
2012,SD,10.8012028571429,49415,0.2,1,0.407815008618048
2012,TN,153.650500714286,42995,0.0266666666666667,1,0.39648928473706
2012,TX,96.911425714286,51926,0.226415094339623,1,0.419921027848936
2012,UT,33.6986214285715,58341,0.307692307692308,1,0.253738111048525
2012,VA,202.59056857143,64632,0.340909090909091,1,0.519673766887645
2012,VT,68.4074171428572,55582,-0.0588235294117647,1,0.682472588263906
2012,WA,103.251697857143,62187,0.283333333333333,1,0.576282982706219
2012,WI,105.38236,53079,0.254545454545455,1,0.534634299828724
2012,WV,74.7927564285714,43553,0.727272727272727,1,0.363257023679572
2012,WY,5.69042857142857,57512,0.606060606060606,1,0.288393659884785
